jid,formula,band_gap,formation_energy_per_atom,energy_above_hull,structure_dict,symmetry,density
JVASP-102006,H10C11O3,2.442,-0.22373,0.1949,"{'lattice_mat': [[7.108814030908536, 0.1114279843751122, 0.0298094130808355], [0.3242823898375683, 7.339607225614817, 2.52352737314493], [-0.0195528131442728, 0.2010251434193714, 8.151651278516503]], 'coords': [[6.763409793841905, 5.802543204815053, 8.673571530252827], [5.6870138944559585, 2.1052019297276683, 6.602718299573593], [1.726526105544042, 5.546868070272338, 4.102271700426418], [6.26164616769497, 3.1985798107392722, 7.878589813939728], [1.1518938323050294, 4.453490189260723, 2.826400186060279], [1.570905566962082, 3.8064071552010876, 4.427340970428495], [6.343440145304057, 0.1456903285575172, 2.6294728956906277], [0.7458198546959446, 0.1667696714424809, 5.551987104309383], [6.307896076990341, 6.311849919778394, 3.8285380789656904], [1.1056439230096633, 1.3402200802216044, 6.876451921034305], [5.842634433037913, 3.845662844798917, 6.2776490295715055], [0.9596924114353494, 1.8951132362160277, 5.1703018373761935], [3.7466348819407, 4.979178718018303, 6.210632213640412], [3.666905118059306, 2.6728912819816975, 4.494357786359593], [5.383612188350101, 1.0500880801740091, 0.6885652166021213], [2.0299278116498947, 6.601981919825997, 10.016424783397888], [2.2906284728938946, 7.339184872794393, 5.616542439150809], [5.12291152710611, 0.3128851272056073, 5.088447560849196], [0.6501302061580901, 1.8495267951849477, 2.031418469747174], [6.453847588564648, 5.756956763783979, 5.534688162623813], [4.148780869100633, 3.3053462189243863, 7.4888388028392345], [4.049139567586845, 3.362319714223151, 3.7444722603563947], [3.3644004324131482, 4.289750285776852, 6.960517739643601], [5.405389951398558, 3.1426875546321043, 3.3308112134198122], [5.560950501204995, 3.108690698416155, 7.03606464040904], [1.2879876690180463, 1.0826797655794846, 5.822053262607383], [6.1255523309819475, 6.56939023442052, 4.882936737392621], [1.8525894987950058, 4.543379301583851, 3.668925359590959], [3.264759130899375, 4.346723781075621, 3.21615119716077], [2.0081500486014425, 4.509382445367899, 7.374178786580196], [3.5945522633920883, 2.4410648783592332, 8.507392525893763], [1.6714730994202143, 1.6388452765230475, 1.7166656573556638], [4.35043343912905, 1.2128144273369859, 0.9818184371634879], [3.0631065608709505, 6.439255572663017, 9.723171562836518], [3.7513594437352555, 0.4175090798297992, 1.9532955935107794], [3.662180556264745, 7.234560920170197, 8.751694406489237], [2.4061073950606127, 0.6281081634540352, 2.3180350350066172], [5.007432604939391, 7.023961836545971, 8.38695496499339], [5.742066900579784, 6.013224723476951, 8.988324342644342], [2.2610308593859756, 2.64163166835368, 8.899942606087185], [5.152509140614019, 5.01043833164631, 1.8050473939127474], [3.8189877366079146, 5.211005121640772, 2.197597474106238], [6.169932589029742, 2.2731850359311316, 3.7550257197795256], [5.9177016538032285, 3.997321047521973, 2.3503329107416255], [1.495838346196771, 3.6547489524780308, 8.354657089258378], [2.6989161963382977, 0.9151174762847522, 5.575003153823868], [4.714623803661704, 6.7369525237152414, 5.129986846176132], [1.243607410970263, 5.378884964068878, 6.949964280220474]], 'elements': ['H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [7.109746, 7.768091, 8.154152], 'angles': [69.6379, 89.8751, 86.6801], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,1.499
JVASP-52228,HoBO3,4.714,-3.26421,0.059,"{'lattice_mat': [[4.3584910465413715, 0.0002132456863367, -1.75967893179e-05], [-2.179171343288392, 3.1903488532829334, 3.34384644374e-05], [-2.28609431894e-05, 1.03918139955e-05, 8.474403116170645]], 'coords': [[0.30492613807979474, 4.978078344022591e-05, 7.765054997587401e-06], [0.3048712823495952, 5.960982198118166e-05, 4.237200702974825], [0.5616140333275744, 2.3116119436781055, 2.1186031007373276], [2.7407833745118966, 0.8790742563161663, 6.355785169168815], [-0.02436089741366405, 2.1065658771131806, 0.8751790299474319], [-0.024408559715015554, 2.1066229174527056, 3.3620160925299656], [1.8802607532904327, 2.6913868309930344, 2.1186213112074928], [2.1547698632940504, 1.0840246486319578, 5.112369716396901], [2.1548395950910684, 1.0840426706727824, 7.5992443125317495], [-0.29900070077576163, 0.49920590826666233, 6.355799567980579]], 'elements': ['Ho', 'Ho', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [4.35849, 3.863562, 8.4744], 'angles': [89.9994, 90.0004, 124.3323], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",,6.306
JVASP-55641,NaBrO3,4.453,-0.6487,0.0405,"{'lattice_mat': [[6.684050743629044, 0.0, -0.0], [0.0, 6.684050743629044, -0.0], [0.0, -0.0, 6.684050743629044]], 'coords': [[0.5191464120031883, 0.5191464120031883, 0.5191464120031883], [2.8228785879968115, 6.164903587996814, 3.861171412003187], [3.861171412003187, 2.8228785879968115, 6.164903587996814], [6.164903587996814, 3.861171412003187, 2.8228785879968115], [2.6934630580077146, 2.6934630580077146, 2.6934630580077146], [0.6485619419922849, 3.9905869419922833, 6.035488058007717], [6.035488058007717, 0.6485619419922849, 3.9905869419922833], [3.9905869419922833, 6.035488058007717, 0.6485619419922849], [3.3865736476662134, 1.891524263456166, 4.01021057847144], [1.891524263456166, 4.01021057847144, 3.3865736476662134], [0.04454864766621609, 1.450500736543834, 2.673839421528563], [2.673839421528563, 0.04454864766621609, 1.450500736543834], [6.639501352333786, 4.792525736543835, 0.6681855784714384], [4.792525736543835, 0.6681855784714384, 6.639501352333786], [0.6681855784714384, 6.639501352333786, 4.792525736543835], [5.2335492634561644, 6.015864421528559, 3.297476352333783], [4.01021057847144, 3.3865736476662134, 1.891524263456166], [1.450500736543834, 2.673839421528563, 0.04454864766621609], [3.297476352333783, 5.2335492634561644, 6.015864421528559], [6.015864421528559, 3.297476352333783, 5.2335492634561644]], 'elements': ['Na', 'Na', 'Na', 'Na', 'Br', 'Br', 'Br', 'Br', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.68405, 6.68405, 6.68405], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,3.356
JVASP-106584,PrBeO3,0.0,-2.74811,0.2352,"{'lattice_mat': [[3.672696116661075, -0.0, 2e-16], [6e-16, 3.672696116661075, 2e-16], [0.0, -0.0, 3.672696116661075]], 'coords': [[0.0, 0.0, 0.0], [1.83635, 1.83635, 1.83635], [1.83635, 1.83635, 0.0], [1.83635, 0.0, 1.83635], [0.0, 1.83635, 1.83635]], 'elements': ['Pr', 'Be', 'O', 'O', 'O'], 'abc': [3.6727, 3.6727, 3.6727], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.634
JVASP-47453,Li4FeO3,0.651,-1.82121,0.1026,"{'lattice_mat': [[5.0538185617641735, -0.0014449284252937, 0.0012835107624505], [-2.52532022949695, 4.9530347184213745, -0.0189362803432702], [-0.0021811381991359, -2.456703651135662, 6.409033693408248]], 'coords': [[0.7794633232616328, -1.1891963071063956, 6.005224927851433], [4.279584121902065, 0.03756114162091198, 2.8022959111392294], [1.748183632097165, 0.61981321047011, 4.0926904362748875], [-1.087600622547425, 0.9135627532213534, 5.377001095354022], [3.3131775866800353, 1.8474955481442137, 0.8884623113712306], [1.0945259622435737, 2.140841941219031, 2.1727721951389434], [-1.73715585156545, 2.351565455166492, 3.36272666728544], [1.7459248020546034, 3.5792183078041853, 0.1592667172909464], [0.6918774432105426, 2.9426909978440285, 4.7715126636354785], [-0.6835005323668345, 4.171345727808111, 1.5669539994675057], [2.503374673962109, -0.45793477685052186, 5.510515411915977], [2.5566823220990385, 0.7701788989740732, 2.3060753714589173], [-0.005831610708956849, 1.4674144998614818, 3.812934835875789], [2.4376339515182366, 2.340254218537199, 5.119683742677061], [0.013883211504963244, 2.6959855725418005, 0.6083892739681682], [2.6241277694747036, 3.568285818423934, 1.9152768104649773]], 'elements': ['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Fe', 'Fe', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.05382, 5.559686, 6.863749], 'angles': [108.7782, 89.9988, 117.0311], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,2.729
JVASP-50216,DyGaO3,3.89,-2.94765,0.0,"{'lattice_mat': [[5.284080209385196, 0.0, 0.0], [0.0, 5.5939960927957415, 0.0], [0.0, 0.0, 7.598510646922747]], 'coords': [[0.10151289352158617, 0.38857159574391376, 7.529553107088159], [2.5405271064784145, 3.1855715957439124, 7.529553107088159], [2.743552893521588, 2.4084284042560875, 3.730298107088159], [5.1825671064784125, 5.2054284042560885, 3.730298107088159], [2.0733584273331122e-06, 2.7969853449175304, 1.8306782671040782], [2.6420379266415717, -1.46550824683658e-05, 1.8306782671040782], [2.642042073358428, 1.4655082468925202e-05, 5.629933267104079], [-2.07335842786152e-06, 2.7970146550824695, 5.629933267104079], [4.262559201614962, 1.0940690316657373, 2.255438450436328], [3.663560798385039, 3.891069031665737, 2.255438450436328], [3.663547185171883, 3.8910731061092783, 5.205175925813818], [3.2223839383469084, 5.38887799279279, 7.52955975234759], [2.0616960616530933, 0.20512200720720913, 3.730304752347591], [1.0215071851718822, 4.499926893890723, 1.4059209258138194], [1.6205192016149614, 1.7029309683342617, 6.05469345043633], [1.0215207983850387, 4.499930968334263, 6.05469345043633], [4.2625728148281175, 1.0940731061092777, 5.205175925813818], [0.5803439383469079, 3.00212200720721, 3.730304752347591], [1.620532814828118, 1.7029268938907218, 1.4059209258138194], [4.7037360616530925, 2.591877992792791, 7.52955975234759]], 'elements': ['Dy', 'Dy', 'Dy', 'Dy', 'Ga', 'Ga', 'Ga', 'Ga', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.28408, 5.594, 7.59851], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,8.287
JVASP-105559,MgCu2O3,0.0,-1.26473,0.2348,"{'lattice_mat': [[4.1829268432418045, -0.0, 3e-16], [7e-16, 4.1829268432418045, 3e-16], [-0.0, -0.0, 3.8610475368397195]], 'coords': [[0.0, 0.0, 0.0], [0.0, 2.091465, 1.930525], [2.091465, 0.0, 1.930525], [0.0, 2.091465, 0.0], [2.091465, 0.0, 0.0], [0.0, 0.0, 1.930525]], 'elements': ['Mg', 'Cu', 'Cu', 'O', 'O', 'O'], 'abc': [4.18293, 4.18293, 3.86105], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '']}",,4.901
JVASP-107431,BaCdO3,0.0,-1.46814,0.2519,"{'lattice_mat': [[4.270074210976197, -0.0, 3e-16], [7e-16, 4.270074210976197, 3e-16], [-0.0, -0.0, 4.270074210976197]], 'coords': [[0.0, 0.0, 0.0], [2.135035, 2.135035, 2.135035], [2.135035, 2.135035, 0.0], [2.135035, 0.0, 2.135035], [0.0, 2.135035, 2.135035]], 'elements': ['Ba', 'Cd', 'O', 'O', 'O'], 'abc': [4.27007, 4.27007, 4.27007], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.35
JVASP-16924,AlVO3,0.0,-1.8459,1.053,"{'lattice_mat': [[3.784444429510036, 0.0, 0.0], [0.0, 3.784444429510036, 0.0], [0.0, -0.0, 3.785256827188607]], 'coords': [[0.0, 0.0, 0.0], [1.89222, 1.89222, 1.89263], [0.0, 1.89222, 1.89263], [1.89222, 0.0, 1.89263], [1.89222, 1.89222, 0.0]], 'elements': ['Al', 'V', 'O', 'O', 'O'], 'abc': [3.78444, 3.78444, 3.78526], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,3.857
JVASP-107592,ZnCoO3,0.0,-1.26312,0.0273,"{'lattice_mat': [[4.382200603395288, -0.0090628381304301, 3.1059297286541243], [1.600701272995597, 4.0794018784206845, 3.1059297306504745], [-0.0133212657288647, -0.0090628402093836, 5.371247334302805]], 'coords': [[2.19942167536156, 1.4963309414920978, 4.267660907820703], [3.7701583246384396, 2.564949058507902, 7.315449092179299], [0.9596788954667599, 0.6528976418075045, 1.8621186433350163], [5.009901104533242, 3.4083823581924957, 9.720991356664985], [3.1772805866436387, 3.2094270654752672, 4.046243229642771], [3.5182759943717055, 0.1717728859135083, 4.935571388061793], [0.8861198771970616, 1.7768364542224877, 5.72933631751724], [5.083460122802939, 2.2844435457775125, 5.8537736824827595], [2.451304005628294, 3.8895071140864914, 6.6475386119382085], [2.792299413356362, 0.851852934524733, 7.536866770357229]], 'elements': ['Zn', 'Zn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.371272, 5.37127, 5.371274], 'angles': [54.8145, 54.8145, 54.8145], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",,5.941
JVASP-106587,SrTmO3,0.0,-2.96866,0.2458,"{'lattice_mat': [[4.294096798415974, -0.0, 3e-16], [7e-16, 4.294096798415974, 3e-16], [-0.0, -0.0, 4.294096798415974]], 'coords': [[0.0, 0.0, 0.0], [2.14705, 2.14705, 2.14705], [2.14705, 2.14705, 0.0], [2.14705, 0.0, 2.14705], [0.0, 2.14705, 2.14705]], 'elements': ['Sr', 'Tm', 'O', 'O', 'O'], 'abc': [4.2941, 4.2941, 4.2941], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.387
JVASP-104940,NbAgO3,0.851,-1.94501,0.0077,"{'lattice_mat': [[5.587958103449268, 0.0, 3e-16], [9e-16, 5.587958103449268, 4e-16], [0.0, 0.0, 4.015312829673857]], 'coords': [[2.79398, 2.79398, 0.0], [0.0, 0.0, 0.0], [2.79398, 0.0, 2.007655], [0.0, 2.79398, 2.007655], [2.79398, 2.79398, 2.007655], [0.0, 0.0, 2.007655], [4.504621288427699, 3.8773187115723005, 0.0], [1.083338711572301, 1.7106412884276996, 0.0], [3.8773187115723005, 1.083338711572301, 0.0], [1.7106412884276996, 4.504621288427699, 0.0]], 'elements': ['Nb', 'Nb', 'Ag', 'Ag', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.58796, 5.58796, 4.01531], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",,6.59
JVASP-16925,AlFeO3,0.0,-1.16722,1.2143,"{'lattice_mat': [[3.6963409401539704, 0.0, 0.0], [0.0, 3.6963409401539704, 0.0], [0.0, 0.0, 3.6959712279680246]], 'coords': [[0.0, 0.0, 0.0], [1.84817, 1.84817, 1.847985], [1.84817, 0.0, 1.847985], [0.0, 1.84817, 1.847985], [1.84817, 1.84817, 0.0]], 'elements': ['Al', 'Fe', 'O', 'O', 'O'], 'abc': [3.69634, 3.69634, 3.69597], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.302
JVASP-106536,KTmO3,0.0,-2.17363,0.3646,"{'lattice_mat': [[4.386366468636274, -0.0, 3e-16], [7e-16, 4.386366468636274, 3e-16], [-0.0, -0.0, 4.386366468636274]], 'coords': [[0.0, 0.0, 0.0], [2.193185, 2.193185, 2.193185], [2.193185, 2.193185, 0.0], [2.193185, 0.0, 2.193185], [0.0, 2.193185, 2.193185]], 'elements': ['K', 'Tm', 'O', 'O', 'O'], 'abc': [4.38637, 4.38637, 4.38637], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.038
JVASP-50971,YbTiO3,2.364,-3.60654,0.0,"{'lattice_mat': [[5.307085895236277, 0.0, 0.0], [0.0, 5.454641407656301, 0.0], [0.0, 0.0, 7.573852704087128]], 'coords': [[5.239295074130398, 2.4386232247657467, 5.6803875], [2.721339925869602, 5.165943224765747, 5.6803875], [2.585750074130398, 0.2886967752342534, 1.8934625], [0.0677949258696017, 3.0160167752342537, 1.8934625], [0.0, 0.0, 0.0], [0.0, 0.0, 3.786925], [2.653545, 2.72732, 0.0], [2.653545, 2.72732, 3.786925], [4.22380774811811, 3.8472062636179283, 4.136640663502254], [3.7368272518818895, 1.1198862636179283, 4.136640663502254], [3.7368272518818895, 1.1198862636179283, 7.224134336497746], [3.1198585739404243, 2.59767689605976, 1.8934625], [2.1872314260595753, 2.8569631039402403, 5.6803875], [1.083282251881889, 1.607433736382072, 0.349715663502253], [1.5702627481181108, 4.334753736382072, 3.4372093364977463], [1.083282251881889, 1.607433736382072, 3.4372093364977463], [4.22380774811811, 3.8472062636179283, 7.224134336497746], [0.4663135739404245, 0.12964310394024017, 5.6803875], [1.5702627481181108, 4.334753736382072, 0.349715663502253], [4.840776426059575, 5.32499689605976, 1.8934625]], 'elements': ['Yb', 'Yb', 'Yb', 'Yb', 'Ti', 'Ti', 'Ti', 'Ti', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.30709, 5.45464, 7.57385], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,8.146
JVASP-107482,YbSiO3,4.396,-3.27937,0.0,"{'lattice_mat': [[3.55251356838095, -0.0, 2e-16], [6e-16, 3.55251356838095, 2e-16], [-0.0, 0.0, 3.55251356838095]], 'coords': [[0.0, 0.0, 0.0], [1.776255, 1.776255, 1.776255], [1.776255, 1.776255, 0.0], [1.776255, 0.0, 1.776255], [0.0, 1.776255, 1.776255]], 'elements': ['Yb', 'Si', 'O', 'O', 'O'], 'abc': [3.55251, 3.55251, 3.55251], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,9.227
JVASP-16926,AlCoO3,0.0,-0.95649,1.2619,"{'lattice_mat': [[3.662535398556562, -0.0, -0.0], [0.0, 3.662535398556562, -0.0], [-0.0, -0.0, 3.662086581011894]], 'coords': [[0.0, 0.0, 0.0], [1.83127, 1.83127, 1.831045], [1.83127, 0.0, 1.831045], [0.0, 1.83127, 1.831045], [1.83127, 1.83127, 0.0]], 'elements': ['Al', 'Co', 'O', 'O', 'O'], 'abc': [3.66254, 3.66254, 3.66209], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.527
JVASP-19086,K2CO3,4.269,-1.91006,0.0,"{'lattice_mat': [[0.0, 5.654929228936817, 0.1250342787987106], [9.893258074518672, 0.0, 0.0], [0.0, -1.05435570436047, -6.652637865769249]], 'coords': [[7.518248091175739, 3.661421562061183, -3.0209489389044326], [2.5716180911757425, 1.4663284379388137, -0.1803410610955665], [2.3750119088242614, 0.9391484379388131, -3.50666106109557], [7.321641908824261, 3.1342415620611837, -6.3472689389044294], [5.763002277202562, 0.6066602157179483, -4.717373257946349], [0.8163722772025603, 3.46672978428205, -5.13655674205365], [4.130257722797443, 3.9939097842820503, -1.810236742053648], [9.076887722797437, 1.1338402157179477, -1.3910532579463526], [4.130204223396161, 3.4681947560111155, -4.916583064790533], [0.8164257766038392, 3.9953747560111164, -1.5902630647905285], [5.763055776603842, 1.1323752439888837, -1.6110269352094715], [9.076834223396157, 0.6051952439888845, -4.937346935209467], [0.42778694866915484, 0.659460985925479, -5.319403391943039], [8.384612326848965, -0.47168107769626866, -5.178021666552465], [3.4379823268489633, 4.545071077696272, -4.675908333447534], [1.5086476731510359, 5.072251077696271, -1.349588333447534], [6.455277673151035, 0.0554989223037313, -1.8517016665524653], [8.527961976405685, 1.621182625912169, -4.338875562648943], [6.311928023594314, 2.1483626259121693, -1.0125555626489426], [1.3652980235943146, 2.9793873740878336, -2.188734437351056], [3.5813319764056843, 2.4522073740878336, -5.515054437351056], [9.465473051330843, 3.941109014074518, -1.2082066080569611], [4.518843051330845, 1.1866409859254785, -1.9930833919430415], [5.374416948669157, 3.413929014074518, -4.534526608056961]], 'elements': ['K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.656312, 9.89326, 6.735673], 'angles': [90.0, 100.2724, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,2.475
JVASP-1231,BaTiO3,2.444,-3.35389,0.0167,"{'lattice_mat': [[4.051446892325407, 0.0017502081306081, 0.0109471479899171], [0.0109220852638706, 4.0514327233404615, 0.0109471492206649], [0.0017544252176285, 0.0017502071106389, 4.051461018705372]], 'coords': [[4.061301292758745, 4.052117666566516, 4.070534884272973], [1.9752276076974846, 1.9707611200658217, 1.9797183961317637], [0.08868903870721329, 2.0738204436111007, 2.0787295909430896], [2.0785224513055303, 2.073820443610447, 0.09341171506833228], [2.0740167416509903, 0.08399685807607621, 2.0787295909438024]], 'elements': ['Ba', 'Ti', 'O', 'O', 'O'], 'abc': [4.051465, 4.05146, 4.051461], 'angles': [89.8203, 89.8204, 89.8204], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.823
JVASP-50228,Rb3InO3,2.061,-1.53933,0.0078,"{'lattice_mat': [[3.846406727220554, 5.92382040002635, 0.0930284834109975], [-3.846406727220554, 5.92382040002635, -0.0930284834109975], [-1.4843196545382724, 0.0, 6.804663183795631]], 'coords': [[-1.9789678656641252, 5.923819999999999, 4.381731724036126], [-0.74216, 9.579211470623777, 3.40233], [-0.74216, 2.2684285293762234, 3.40233], [4.444188944584823e-17, 3.0713922914068017, 1.2277301689924694e-18], [3.2476582146231887e-17, 8.776247708593196, -4.857049236492106e-18], [0.494647865664125, 5.923819999999999, 2.4229282759638737], [-2.675504034667858, 5.923820000000001, 0.9365114876145142], [1.1911840346678575, 5.923820000000001, 5.868148512385487], [-4.350059598011843, 5.923819999999998, 5.597778758688072], [-1.907323824337283, 4.225882204470207, 1.8087607473203187], [-1.9073238243372825, 7.621757795529791, 1.8087607473203187], [0.42300382433728156, 7.621757795529791, 4.995899252679687], [0.423003824337282, 4.225882204470207, 4.995899252679687], [2.8657395980118427, 5.923819999999998, 1.206881241311929]], 'elements': ['Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'In', 'In', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [7.063651, 7.063651, 6.964668], 'angles': [84.0774, 95.9226, 66.0076], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.466
